ASX listed companies as at Mon Feb 08 15:04:57 EST 2010

Company name,ASX code,GICS industry group
"WRIDGWAYS AUSTRALIA LIMITED",WWA,"Transportation"
"XCEED CAPITAL LIMITED.",XCD,"Pharmaceuticals, Biotechnology & Life Sciences"
"XIAOXIAO EDUCATION LIMITED",XXL,"Consumer Services"
"XRF SCIENTIFIC LIMITED",XRF,"Capital Goods"
"XSTATE RESOURCES LIMITED",XST,"Capital Goods"
"XTEK LIMITED.",XTE,"Technology Hardware & Equipment"
"YELLOW ROCK RESOURCES LIMITED",YRR,"Energy"
"YTC RESOURCES LIMITED",YTC,"Materials"
"ZAMBEZI RESOURCES LIMITED",ZRL,"Materials"
"ZAMIA GOLD MINES LIMITED",ZGM,"Materials"
"ZEDEX MINERALS LIMITED",ZDX,"Materials"
"ZICOM GROUP LIMITED",ZGL,"Capital Goods"
"ZIMPLATS HOLDINGS LIMITED",ZIM,"Materials"
"ZINC CO AUSTRALIA LIMITED",ZNC,"Materials"
"ZINGMOBILE GROUP LIMITED",ZMG,"Software & Services"
"ZYLOTECH LIMITED",ZYL,"Technology Hardware & Equipment"
